timestamp_ms,price
1621382400000,42853.52000000
1621382400200,42854.45000000
1621382400400,42850.20000000
1621382400600,42860.65000000
1621382400700,42851.01000000
1621382400900,42857.95000000
1621382401000,42855.56000000
1621382401100,42851.01000000
1621382401200,42849.61000000
1621382401300,42847.81000000
1621382401400,42847.92000000
1621382401500,42847.96000000
1621382401700,42857.97000000
1621382401800,42855.83000000
1621382401900,42863.10000000
1621382402000,42860.63000000
1621382402100,42862.69000000
1621382402200,42860.93000000
1621382402300,42861.61000000
1621382402400,42862.69000000
1621382402500,42862.44000000
1621382402700,42861.49000000
1621382402800,42863.37000000
1621382402900,42865.54000000
1621382403200,42863.69000000
1621382403300,42863.71000000
1621382403600,42860.31000000
1621382403700,42863.68000000
1621382404000,42863.69000000
1621382404200,42860.26000000
1621382404300,42860.26000000
1621382404400,42860.27000000
1621382404500,42860.26000000
1621382404600,42860.27000000
1621382404700,42868.43000000
1621382404800,42872.67000000
1621382404900,42872.80000000
1621382405000,42869.10000000
1621382405100,42868.16000000
1621382405200,42868.24000000
1621382405300,42867.55000000
1621382405400,42867.55000000
1621382405500,42867.55000000
1621382405600,42867.54000000
1621382406000,42867.54000000
1621382406100,42867.88000000
1621382406200,42875.63000000
1621382406300,42875.64000000
1621382406400,42875.63000000
1621382406500,42867.69000000
1621382406600,42868.68000000
1621382406900,42867.92000000
1621382407100,42867.92000000
1621382407200,42867.92000000
1621382407300,42867.93000000
1621382407400,42867.92000000
1621382407500,42867.94000000
1621382407600,42867.59000000
1621382407800,42867.68000000
1621382407900,42867.69000000
1621382408000,42867.76000000
1621382408100,42867.76000000
1621382408300,42875.64000000
1621382408400,42875.63000000
1621382408500,42875.63000000
1621382408600,42868.34000000
1621382408700,42872.02000000
1621382408800,42869.04000000
1621382408900,42870.52000000
1621382409000,42869.92000000
1621382409200,42869.52000000
1621382409300,42869.62000000
1621382409400,42869.55000000
1621382409500,42886.44000000
1621382409600,42876.49000000
1621382409700,42883.06000000
1621382409800,42885.55000000
1621382409900,42884.94000000
1621382410000,42884.28000000
1621382410100,42874.95000000
1621382410200,42880.48000000
1621382410300,42878.48000000
1621382410400,42877.28000000
1621382410500,42872.81000000
1621382410600,42872.80000000
1621382410700,42872.80000000
1621382410800,42878.15000000
1621382410900,42869.03000000
1621382411100,42868.71000000
1621382411200,42872.80000000
1621382411400,42871.25000000
1621382411500,42871.21000000
1621382411700,42866.74000000
1621382411800,42866.98000000
1621382412200,42869.04000000
1621382412300,42866.76000000
1621382412400,42869.04000000
1621382412600,42863.93000000
1621382412900,42863.99000000
1621382413000,42863.99000000
1621382413400,42863.99000000
1621382413500,42863.99000000
1621382413600,42863.99000000
1621382413700,42863.99000000
1621382413900,42864.00000000
1621382414000,42869.04000000
1621382414100,42869.04000000
1621382414200,42869.02000000
1621382414300,42869.02000000
1621382414400,42864.11000000
1621382414500,42864.12000000
1621382414700,42864.14000000
1621382414800,42864.15000000
1621382414900,42869.04000000
1621382415000,42873.37000000
1621382415100,42877.18000000
1621382415200,42875.64000000
1621382415300,42876.24000000
1621382415400,42878.20000000
1621382415500,42878.20000000
1621382415600,42878.20000000
1621382415700,42878.20000000
1621382415800,42878.20000000
1621382415900,42878.20000000
1621382416000,42878.20000000
1621382416100,42880.06000000
1621382416200,42880.06000000
1621382416300,42880.06000000
1621382416400,42880.06000000
1621382416600,42883.70000000
1621382416800,42882.61000000
1621382416900,42886.06000000
1621382417000,42882.61000000
1621382417100,42886.04000000
1621382417200,42900.00000000
1621382417400,42899.86000000
1621382417500,42898.35000000
1621382417600,42899.99000000
1621382417800,42907.99000000
1621382417900,42908.19000000
1621382418000,42908.37000000
1621382418100,42909.99000000
1621382418200,42910.29000000
1621382418300,42910.34000000
1621382418400,42912.74000000
1621382418700,42901.34000000
1621382418800,42903.53000000
1621382418900,42915.30000000
1621382419000,42908.94000000
1621382419100,42915.31000000
1621382419200,42916.68000000
1621382419400,42915.30000000
1621382419500,42922.54000000
1621382419600,42919.32000000
1621382419700,42918.44000000
1621382419800,42918.44000000
1621382419900,42918.44000000
1621382420000,42918.64000000
1621382420100,42918.85000000
1621382420200,42918.85000000
1621382420300,42918.44000000
1621382420400,42921.67000000
1621382420500,42918.44000000
1621382420600,42918.93000000
1621382420700,42918.62000000
1621382420800,42920.64000000
1621382420900,42920.65000000
1621382421000,42920.64000000
1621382421100,42918.44000000
1621382421200,42921.77000000
1621382421300,42922.32000000
1621382421400,42922.32000000
1621382421500,42922.32000000
1621382421900,42920.62000000
1621382422000,42923.16000000
1621382422100,42919.78000000
1621382422300,42923.05000000
1621382422400,42922.75000000
1621382422500,42922.75000000
1621382422600,42922.75000000
1621382422700,42922.75000000
1621382422800,42922.75000000
1621382422900,42922.75000000
1621382423200,42940.92000000
1621382423300,42925.24000000
1621382423400,42925.24000000
1621382423500,42925.72000000
1621382423600,42927.87000000
1621382423700,42927.86000000
1621382423800,42927.87000000
1621382423900,42927.86000000
1621382424000,42927.87000000
1621382424100,42927.86000000
1621382424200,42927.86000000
1621382424500,42929.80000000
1621382424600,42932.17000000
1621382424800,42929.01000000
1621382424900,42931.23000000
1621382425000,42931.23000000
1621382425100,42931.60000000
1621382425200,42937.60000000
1621382425400,42931.84000000
1621382425500,42934.90000000
1621382425600,42937.48000000
1621382425700,42937.40000000
1621382425900,42939.47000000
1621382426000,42942.46000000
1621382426100,42946.24000000
1621382426200,42948.57000000
1621382426300,42949.35000000
1621382426400,42948.81000000
1621382426500,42948.61000000
1621382426600,42948.58000000
1621382426700,42948.58000000
1621382426800,42958.83000000
1621382426900,42949.89000000
1621382427000,42955.20000000
1621382427100,42961.76000000
1621382427200,42965.95000000
1621382427300,42972.35000000
1621382427500,42972.68000000
1621382427600,42972.69000000
1621382427700,42964.44000000
1621382427800,42974.14000000
1621382427900,42983.58000000
1621382428000,42989.89000000
1621382428100,42990.40000000
1621382428200,42990.40000000
1621382428300,42986.95000000
1621382428400,42986.96000000
1621382428500,42986.96000000
1621382428600,42987.03000000
1621382428700,42989.17000000
1621382428800,42991.94000000
1621382428900,42989.17000000
1621382429000,42997.15000000
1621382429100,42989.17000000
1621382429200,42989.17000000
1621382429300,42998.84000000
1621382429400,42992.89000000
1621382429500,42999.72000000
1621382429600,42999.42000000
1621382429700,42999.71000000
1621382429800,42999.72000000
1621382429900,42999.92000000
