timestamp_ms,price
1700000101000,40000.0000000000
1700000101125,39982.9118688117
1700000101250,39965.5344424524
1700000101375,39947.8629555552
1700000101500,39929.8925688898
1700000101625,39911.6183683823
1700000101750,39893.0353641279
1700000101875,39874.1384893971
1700000102000,39854.9225996357
1700000102125,39835.3824714577
1700000102250,39815.5128016330
1700000102375,39795.3082060692
1700000102500,39774.7632187879
1700000102625,39753.8722908957
1700000102750,39732.6297895507
1700000102875,39711.0299969245
1700000103000,39689.0671091597
1700000103125,39666.7352353241
1700000103250,39644.0283963614
1700000103375,39620.9405240388
1700000103500,39597.4654598925
1700000103625,39573.5969541706
1700000103750,39549.3286647749
1700000103875,39524.6541562014
1700000104000,39499.5668984804
1700000104125,39474.0602661170
1700000104250,39448.1275370309
1700000104375,39421.7618914993
1700000104500,39394.9564111001
1700000104625,39367.7040776584
1700000104750,39339.9977721962
1700000104875,39311.8302738857
1700000105000,39283.1942590075
1700000105125,39254.0822999144
1700000105250,39224.4868640015
1700000105375,39194.4003126833
1700000105500,39163.8149003790
1700000105625,39132.7227735070
1700000105750,39101.1159694891
1700000105875,39068.9864157657
1700000106000,39036.3259288234
1700000106125,39003.1262132355
1700000106250,38969.3788607167
1700000106375,38935.0753491934
1700000106500,38900.2070418910
1700000106625,38864.7651864385
1700000106750,38828.7409139930
1700000106875,38792.1252383846
1700000107000,38754.9090552834
1700000107125,38717.0831413905
1700000107250,38678.6381536531
1700000107375,38639.5646285076
1700000107500,38599.8529811499
1700000107625,38559.4935048365
1700000107750,38518.4763702172
1700000107875,38476.7916247011
1700000108000,38434.4291918588
1700000108125,38391.3788708612
1700000108250,38347.6303359584
1700000108375,38303.1731360002
1700000108500,38257.9966940002
1700000108625,38212.0903067451
1700000108750,38165.4431444538
1700000108875,38118.0442504858
1700000109000,38069.8825411032
1700000109125,38020.9468052881
1700000109250,37971.2257046184
1700000109375,37920.7077732043
1700000109500,37869.3814176888
1700000109625,37817.2349173140
1700000109750,37764.2564240572
1700000109875,37710.4339628400
1700000110000,37655.7554318118
1700000110125,37600.2086027130
1700000110250,37543.7811213202
1700000110375,37486.4605079758
1700000110500,37428.2341582079
1700000110625,37369.0893434418
1700000110750,37309.0132118081
1700000110875,37247.9927890501
1700000111000,37186.0149795357
1700000111125,37123.0665673768
1700000111250,37059.1342176603
1700000111375,36994.2044777951
1700000111500,36928.2637789801
1700000111625,36861.2984377955
1700000111750,36793.2946579248
1700000111875,36724.2385320089
1700000112000,36654.1160436403
1700000112125,36582.9130694987
1700000112250,36510.6153816365
1700000112375,36437.2086499158
1700000112500,36362.6784446053
1700000112625,36287.0102391389
1700000112750,36210.1894130446
1700000112875,36132.2012550465
1700000113000,36053.0309663477
1700000113125,35972.6636640973
1700000113250,35891.0843850496
1700000113375,35808.2780894198
1700000113500,35724.2296649426
1700000113625,35638.9239311396
1700000113750,35552.3456438023
1700000113875,35464.4794996959
1700000114000,35375.3101414904
1700000114125,35284.8221629262
1700000114250,35193.0001142199
1700000114375,35099.8285077167
1700000114500,35005.2918237966
1700000114625,34909.3745170405
1700000114750,34812.0610226635
1700000114875,34713.3357632213
1700000115000,34613.1831555977
1700000115125,34511.5876182787
1700000115250,34408.5335789210
1700000115375,34304.0054822219
1700000115500,34197.9877980964
1700000115625,34090.4650301699
1700000115750,33981.4217245923
1700000115875,33870.8424791802
1700000116000,33758.7119528957
1700000116125,33645.0148756664
1700000116250,33529.7360585551
1700000116375,33412.8604042847
1700000116500,33294.3729181253
1700000116625,33174.2587191506
1700000116750,33052.5030518688
1700000116875,32929.0912982348
1700000117000,32804.0089900500
1700000117125,32677.2418217549
1700000117250,32548.7756636214
1700000117375,32418.5965753481
1700000117500,32286.6908200665
1700000117625,32153.0448787610
1700000117750,32017.6454651078
1700000117875,31880.4795407381
1700000118000,31741.5343309282
1700000118125,31600.7973407207
1700000118250,31458.2563714802
1700000118375,31313.8995378858
1700000118500,31167.7152853635
1700000118625,31019.6924079592
1700000118750,30869.8200666543
1700000118875,30718.0878081244
1700000119000,30564.4855839415
1700000119125,30409.0037702185
1700000119250,30251.6331876948
1700000119375,30092.3651222621
1700000119500,29931.1913459255
1700000119625,29768.1041381991
1700000119750,29603.0963079287
1700000119875,29436.1612155385
1700000120000,29267.2927956945
1700000120125,29096.4855803768
1700000120250,28923.7347223540
1700000120375,28749.0360190479
1700000120500,28572.3859367806
1700000120625,28393.7816353888
1700000120750,28213.2209931959
1700000120875,28030.7026323238
1700000121000,27846.2259443312
1700000121125,27659.7911161602
1700000121250,27471.3991563715
1700000121375,27281.0519216497
1700000121500,27088.7521435555
1700000121625,26894.5034555012
1700000121750,26698.3104199248
1700000121875,26500.1785556356
1700000122000,26300.1143653018
1700000122125,26098.1253630500
1700000122250,25894.2201021429
1700000122375,25688.4082027023
1700000122500,25480.7003794384
1700000122625,25271.1084693485
1700000122750,25059.6454593429
1700000122875,24846.3255137557
1700000123000,24631.1640016943
1700000123125,24414.1775241812
1700000123250,24195.3839410366
1700000123375,23974.8023974515
1700000123500,23752.4533501945
1700000123625,23528.3585933982
1700000123750,23302.5412838629
1700000123875,23075.0259658183
1700000124000,22845.8385950773
1700000124125,22615.0065625177
1700000124250,22382.5587168199
1700000124375,22148.5253863925
1700000124500,21912.9384004099
1700000124625,21675.8311088875
1700000124750,21437.2384017160
1700000124875,21197.1967265738
1700000125000,20955.7441056369
1700000125125,20712.9201509997
1700000125250,20468.7660787220
1700000125375,20223.3247214132
1700000125500,19976.6405392636
1700000125625,19728.7596294319
1700000125750,19479.7297336949
1700000125875,19229.6002442667
1700000126000,18978.4222076893
1700000126125,18726.2483267015
1700000126250,18473.1329599864
1700000126375,18219.1321197011
1700000126500,17964.3034666910
1700000126625,17708.7063032903
1700000126750,17452.4015636117
1700000126875,17195.4518012284
1700000127000,16937.9211741524
1700000127125,16679.8754270143
1700000127250,16421.3818703526
1700000127375,16162.5093569202
1700000127500,15903.3282549204
1700000127625,15643.9104180866
1700000127750,15384.3291525232
1700000127875,15124.6591802291
1700000128000,14864.9765992295
1700000128125,14605.3588402455
1700000128250,14345.8846198385
1700000128375,14086.6338899686
1700000128500,13827.6877839167
1700000128625,13569.1285585225
1700000128750,13311.0395327022
1700000128875,13053.5050222135
1700000129000,12796.6102706483
1700000129125,12540.4413766389
1700000129250,12285.0852172753
1700000129375,12030.6293677421
1700000129500,11777.1620171913
1700000129625,11524.7718808833
1700000129750,11273.5481086364
1700000129875,11023.5801896396
1700000130000,10774.9578536976
1700000130125,10527.7709689882
1700000130250,10282.1094364286
1700000130375,10038.0630807611
1700000130500,9795.72153848326
1700000130625,9555.17414276371
1700000130750,9316.50980550143
1700000130875,9079.81689670064
1700000131000,8845.18312135173
1700000131125,8612.69539402438
1700000131250,8382.43971139599
1700000131375,8154.50102295580
1700000131500,7928.96310014128
1700000131625,7705.90840418083
1700000131750,7485.41795293306
1700000131875,7267.57118702927
1700000132000,7052.44583564198
1700000132125,6840.11778221754
1700000132250,6630.66093052615
1700000132375,6424.14707139666
1700000132500,6220.64575051704
1700000132625,6020.22413769404
1700000132750,5822.94689797712
1700000132875,5628.87606506202
1700000133000,5438.07091739851
1700000133125,5250.58785743464
1700000133250,5066.48029443583
1700000133375,4885.79853132197
1700000133500,4708.58965596809
1700000133625,4534.89743741549
1700000133750,4364.76222743875
1700000133875,4198.22086791105
1700000134000,4035.30660440472
1700000134125,3876.04900645630
1700000134250,3720.47389491519
1700000134375,3568.60327678244
1700000134500,3420.45528793126
1700000134625,3276.04414408301
1700000134750,3135.38010039222
1700000134875,2998.46941997153
1700000135000,2865.31435166152
1700000135125,2735.91311732275
1700000135250,2610.25990889641
1700000135375,2488.34489544682
1700000135500,2370.15424036354
1700000135625,2255.67012886283
1700000135750,2144.87080588812
1700000135875,2037.73062446699
1700000136000,1934.22010453804
1700000136125,1834.30600221550
1700000136250,1737.95138941187
1700000136375,1645.11574369099
1700000136500,1555.75504817408
1700000136625,1469.82190127174
1700000136750,1387.26563596412
1700000136875,1308.03244830145
1700000137000,1232.06553474686
1700000137125,1159.30523793410
1700000137250,1089.68920036443
1700000137375,1023.15252552011
1700000137500,959.627945826843
1700000137625,899.045996854550
1700000137750,841.335197105842
1700000137875,786.422232704031
1700000138000,734.232146258792
1700000138125,684.688529157304
1700000138250,637.713716502629
1700000138375,593.228983899336
1700000138500,551.154745269345
1700000138625,511.410750868890
1700000138750,473.916284670579
1700000138875,438.590360273035
1700000139000,405.351914504590
1700000139125,374.119997897141
1700000139250,344.813961221613
1700000139375,317.353637297461
1700000139500,291.659517315291
1700000139625,267.652920943838
1700000139750,245.256159530039
1700000139875,224.392691743613
1700000140000,204.987271065018
1700000140125,186.966084567689
1700000140250,170.256882501586
1700000140375,154.789098244886
1700000140500,140.493958253670
1700000140625,127.304581705116
1700000140750,115.156069597482
1700000140875,103.985583139409
1700000141000,93.7324113312042
1700000141125,84.3380277111100
1700000141250,75.7461363094917
1700000141375,67.9027069226950
1700000141500,60.7559998854398
1700000141625,54.2565805853331
1700000141750,48.3573240248321
1700000141875,43.0134097941667
1700000142000,38.1823078728022
1700000142125,33.8237557264954
1700000142250,29.8997272114256
1700000142375,26.3743938358896
1700000142500,23.2140789633213
1700000142625,20.3872055676919
1700000142750,17.8642381734925
1700000142875,15.6176196274089
1700000143000,13.6217033574576
1700000143125,11.8526817778164
1700000143250,10.2885114940092
1700000143375,8.90883595368971
1700000143500,7.69490617331357
1700000143625,6.62950015083204
1700000143750,5.69684154959730
1700000143875,4.88251820939977
1700000144000,4.17340100746538
1700000144125,3.55756355586682
1700000144250,3.02420318271407
1700000144375,2.56356360326798
1700000144500,2.16685964435801
